noun	verb
circumscription	circumscribe
circumvention	circumvent
circumvolution	circumvolve
citric acid	citrate
civilisation	civilise
civilisation	civilize
civilization	civilise
civilization	civilize
claimant	claim
clamor	clamour
clamoring	clamor
clamoring	clamour
clamour	clamor
clamouring	clamor
clamouring	clamour
clampdown	clamp down
clang	clangor
clang	clangour
clang	clank
clanger	clang
clanger	clangor
clangor	clang
clangor	clangour
clangor	clank
clangoring	clang
clangoring	clangor
clangoring	clangour
clangoring	clank
clangour	clang
clangour	clangor
clangour	clank
clank	clang
clank	clangor
clank	clangour
clapper	clap
clapping	clap
clarification	clarify
clarity	clarify
class	classify
classification	class
classification	classify
classifier	class
classifier	classify
cleaner	clean
cleaner	clean house
cleaner	cleanse
cleaning	clean
cleaning	clean house
cleaning	cleanse
cleaning	clean up
cleanser	clean
cleanser	cleanse
cleansing	clean
cleansing	clean house
cleansing	cleanse
cleansing	clean up
cleansing agent	clean
cleansing agent	cleanse
cleanup	clean
cleanup	clean house
cleanup	cleanse
cleanup	clean up
clearance	clear
clearing	clear
clearness	clear
clearness	clear up
cleavage	cleave
cleaver	cleave
clerking	clerk
climb	climb up
climber	climb
climber	climb up
climbing	climb
climbing	climb up
climbing iron	climb
climbing iron	climb up
clincher	clinch
clipper	clip
clipping	clip
clocking	clock
clog	clog up
clog dance	clog
clog dancing	clog
clon	clone
close	close down
close	close up
closedown	close
closedown	close down
closedown	close up
closeout	close out
closer	close
closer	close down
closer	close up
closing	close
closing	close down
closing	close up
closing curtain	close
closure	close
closure	close down
closure	close up
clothes	clothe
clothing	clothe
clotting	clot
cloud cover	cloud
cloudiness	cloud
clouding	cloud
clouding up	cloud
clown	clown around
clowning	clown
clowning	clown around
clucking	cluck
clustering	cluster
clutches	clutch
clutter	clutter up
coach-and-four	coach
coaching	coach
coaching job	coach
coaction	coact
coagulant	coagulate
coagulation	coagulate
coagulator	coagulate
coagulum	coagulate
coalescence	coalesce
coalescency	coalesce
coalition	coalesce
coaster	coast
coating	coat
coax cable	coax
coaxer	coax
coaxial cable	coax
coaxing	coax
cobble	cobblestone
cobbler	cobble
cobbler	cobblestone
cobblestone	cobble
cobbling	cobble
cocain	cocainise
cocain	cocainize
cocaine	cocainise
cocaine	cocainize
coconspirator	coconspire
coddler	coddle
coder	code
codification	codify
coercion	coerce
coexistence	coexist
cogitation	cogitate
cognisance	cognise
cognisance	cognize
cognizance	cognise
cognizance	cognize
cohabitation	cohabit
coherence	cohere
coherency	cohere
cohesion	cohere
cohesiveness	cohere
coif	coiffe
coif	coiffure
coiffure	coif
coiffure	coiffe
coinage	coin
coincidence	coincide
coiner	coin
coinsurance	coinsure
cold shoulder	cold-shoulder
collaboration	collaborate
collaborationism	collaborate
collaborationist	collaborate
collaborator	collaborate
collation	collate
collecting	collect
collection	collect
collective	collectivise
collective	collectivize
collectivisation	collectivise
collectivisation	collectivize
collectivization	collectivise
collectivization	collectivize
collector	collect
collider	collide
colligation	colligate
collimation	collimate
collimator	collimate
collision	collide
collision	collide with
collocation	collocate
collusion	collude
colonisation	colonise
colonisation	colonize
coloniser	colonise
coloniser	colonize
colonization	colonise
colonization	colonize
colonizer	colonise
colonizer	colonize
colony	colonise
colony	colonize
color	color in
color	colorise
color	colorize
color	colour
color	colour in
color	colourise
color	colourize
coloration	color
coloration	color in
coloration	colorise
coloration	colorize
coloration	colour
coloration	colour in
coloration	colourise
coloration	colourize
coloring	color
coloring	color in
coloring	colorise
coloring	colorize
coloring	colour
coloring	colour in
coloring	colourise
coloring	colourize
coloring material	color
coloring material	colour
colorist	color
colorist	colour
colour	color
colour	color in
colour	colorise
colour	colorize
colour	colour in
colour	colourise
colour	colourize
colouration	color
colouration	color in
colouration	colorise
colouration	colorize
colouration	colour
colouration	colour in
colouration	colourise
colouration	colourize
colouring	color
colouring	color in
colouring	colorise
colouring	colorize
colouring	colour
colouring	colour in
colouring	colourise
colouring	colourize
colouring material	color
colouring material	colour
comb	comb out
combatant	combat
combination	combine
combing	comb
combing	comb out
combining	combine
comb-out	comb
comb-out	comb out
combustion	combust
comeback	come back
comer	come
comfortableness	comfort
comforter	comfort
commandant	command
commander	command
commanding officer	command
commandment	command
commemoration	commemorate
commencement	commence
commendation	commend
comment	commentate
commentary	comment
commentary	commentate
commentator	commentate
commercialisation	commercialise
commercialisation	commercialize
commercialization	commercialise
commercialization	commercialize
commiseration	commiserate
commission	commit
commissioner	commission
commissioning	commission
commitment	commit
committal	commit
committee	commit
commixture	commingle
commixture	commix
commune	communise
commune	communize
communicating	communicate
communication	commune
communication	communicate
communicator	communicate
communion	commune
communion	communicate
communisation	communise
communisation	communize
communism	communise
communism	communize
communization	communise
communization	communize
commutation	commute
commutator	commutate
commuter	commute
commuter train	commute
commuting	commute
compaction	compact
compaction	compress
companion	company
company	companion
comparability	compare
comparing	compare
comparison	compare
compartment	compartmentalise
compartment	compartmentalize
compartmentalisation	compartmentalise
compartmentalisation	compartmentalize
compartmentalization	compartmentalise
compartmentalization	compartmentalize
compassion	compassionate
compassionateness	compassionate
compeer	compare
compensation	compensate
competition	compete
competitor	compete
compilation	compile
compilation	compose
compiler	compile
compiler	compose
compiling	compile
compiling	compose
compiling program	compile
complainant	complain
complainer	complain
complaint	complain
complaisance	comply
completion	complete
complexifier	complexify
complexion	complect
complexity	complexify
complexness	complexify
compliance	comply
compliancy	comply
complicatedness	complicate
complication	complexify
complication	complicate
component	compose
comportment	comport
composer	compose
composing	compose
composition	compose
composition	comprise
compositor	compile
compositor	compose
composure	compose
compounding	compound
comprehension	compass
comprehension	comprehend
compressing	compact
compressing	compress
compression	compact
compression	compress
compressor	compact
compressor	compress
compulsion	compel
computation	compute
computer	compute
computer	computerise
computer	computerize
computerization	computerise
computerization	computerize
computing	compute
computing device	compute
computing device	computerise
computing device	computerize
computing machine	compute
computing machine	computerise
computing machine	computerize
concatenation	concatenate
concealing	conceal
concealment	conceal
conceding	concede
conceiver	conceive
conceiver	conceptualise
conceiver	conceptualize
concentration	concentrate
concept	conceive
concept	conceptualise
concept	conceptualize
conception	conceive
conception	conceptualise
conception	conceptualize
conceptualisation	conceive
conceptualisation	conceptualise
conceptualisation	conceptualize
conceptuality	conceive
conceptuality	conceptualise
conceptuality	conceptualize
conceptualization	conceive
conceptualization	conceptualise
conceptualization	conceptualize
concert	concertise
concert	concertize
concession	concede
conciliation	conciliate
conciliator	conciliate
conclusion	conclude
concoction	concoct
concord	concur
concordance	concord
concordance	concur
concretion	concrete
concurrence	concord
concurrence	concur
concurrency	concord
concurrency	concur
concussion	concuss
condemnation	condemn
condensate	condense
condensation	condense
condenser	condense
condensing	condense
condescendingness	condescend
condescension	condescend
conditioner	condition
conditioning	condition
condolence	condole
condonation	condone
conducting	conduct
conduction	conduct
conductivity	conduct
conductor	conduct
cone shape	cone
confab	confabulate
confab	confer
confabulation	confab
confabulation	confabulate
confabulation	confer
confection	confect
confederacy	confederate
confederation	confederate
conferee	confab
conferee	confabulate
conferee	confer
conference	confab
conference	confabulate
conference	confer
conferment	confer
conferral	confer
confession	confess
confessor	confess
confidant	confide
confidence	confide
configuration	configure
confinement	confine
confirmation	confirm
confiscation	confiscate
conformance	conform
conformation	conform
conformist	conform
conformity	conform
confrontation	confront
confusedness	confound
confusedness	confuse
confusion	confound
confusion	confuse
confutation	confute
confuter	confute
conge	congee
congealment	congeal
congee	conge
congelation	congeal
congeries	conglomerate
congestion	congest
conglobation	conglobate
conglobation	conglobe
conglobation	conglomerate
conglomeration	conglobate
conglomeration	conglobe
conglomeration	conglomerate
conglutination	conglutinate
congratulation	congratulate
congregating	congregate
congregation	congregate
conjugate solution	conjugate
conjugation	conjugate
conjuration	conjure
conjuration	conjure up
conjurer	conjure
conjurer	conjure up
conjuring	conjure
conjuring	conjure up
conjuror	conjure
conjuror	conjure up
conjury	conjure
conjury	conjure up
connectedness	connect
connecter	connect
connection	connect
connective	connect
connector	connect
connexion	connect
connivance	connive
connotation	connote
conquering	conquer
conqueror	conquer
conquest	conquer
conscription	conscript
consecration	consecrate
conservation	conserve
conserves	conserve
considerateness	consider
consideration	consider
consignee	consign
consigner	consign
consignment	consign
consignor	consign
consistence	consist
consistency	consist
consolation	console
consolidation	consolidate
consonance	consonate
conspiracy	conspire
conspirator	conspire
constellation	constellate
constipation	constipate
constituent	constitute
constitution	constitute
constitution	constitutionalize
constitutional	constitutionalize
constriction	constrict
constriction	constringe
constrictor	constrict
construal	construe
construction	construct
constructor	construct
consubstantiation	consubstantiate
consultant	consult
consultation	consult
consumer	consume
consummation	consummate
consumption	consume
container	contain
container	containerise
container	containerize
containment	contain
contaminant	contaminate
contamination	contaminate
contemplation	contemplate
contempt	contemn
contender	contend
content	contain
contentedness	content
contention	contend
contention	contest
contentment	content
contest	contend
contestation	contend
contestation	contest
contestee	contend
contestee	contest
contester	contend
contester	contest
continuance	continue
continuation	continue
contortion	contort
contour line	contour
contractile organ	contract
contracting	contract
contraction	contract
contractor	contract
contracture	contract
contradance	contra danse
contradance	contredanse
contra danse	contradance
contra danse	contra danse
contra danse	contredanse
contradiction	contradict
contradiction	contravene
contradistinction	contradistinguish
contraindication	contraindicate
contravention	contravene
contredanse	contradance
contredanse	contra danse
contribution	contribute
contributor	contribute
contrivance	contrive
contriver	contrive
control	contain
control condition	control
controller	control
controversy	contend
controversy	contest
contusion	contuse
convalescence	convalesce
convalescent	convalesce
convection	convect
convener	convene
convener	convoke
convening	convene
convening	convoke
convention	convene
convention	convoke
conventionalisation	conventionalise
conventionalisation	conventionalize
conventionalization	conventionalise
conventionalization	conventionalize
convergence	converge
convergency	converge
converging	converge
conversation	converse
conversion	convert
converter	convert
convertor	convert
conveyance	convey
conveyance of title	convey
conveyancing	convey
conveyer	convey
conveyer belt	convey
conveying	convey
conveyor	convey
conveyor belt	convey
conviction	convict
convocation	convene
convocation	convoke
convolution	convolute
convolution	convolve
convulsion	convulse
co-occurrence	co-occur
cooker	cook
cookery	cook
cooking	cook
cookout	cook out
cool	cool down
coolant	cool
coolant	cool down
cooler	cool
cooler	cool down
cooling	cool
cooling	cool down
cooling system	cool
cooling system	cool down
cooperation	cooperate
cooperator	cooperate
co-optation	co-opt
co-option	co-opt
coordination	coordinate
coordinator	coordinate
copolymer	copolymerise
copolymer	copolymerize
copulation	copulate
copycat	copy
copy editor	copyedit
copy editor	copyread
copying	copy
copyist	copy
copyreader	copyedit
copyreader	copyread
coquetry	coquet
coquetry	coquette
coquette	coquet
cork	cork up
corker	cork
corker	cork up
coronation	coronate
corrasion	corrade
correction	correct
correlation	correlate
correlational statistics	correlate
correlation coefficient	correlate
correlative	correlate
correlativity	correlate
correspondence	correspond
correspondent	correspond
corroboration	corroborate
corroding	corrode
corrosion	corrode
corrugation	corrugate
corruption	corrupt
coruscation	coruscate
cosignatory	cosign
cosigner	cosign
costume designer	costume
costumer	costume
costumier	costume
coughing	cough
counseling	counsel
counselling	counsel
counsellor	counsel
